parent_foodcode,parent_desc,ingred_code,ingred_desc,ingred_wt
11000000,"Milk, human",1107,"Milk, human, mature, fluid",100
11100000,"Milk, NFS",1111,"Milk, averaged fat, with added vitamin A and D",35
11111000,"Milk, whole",1077,"Milk, whole, 3.25% milkfat, with added vitamin D",100
11111100,"Milk, low sodium, whole",1089,"Milk, low sodium, fluid",100
11111150,"Milk, calcium fortified, whole",1077,"Milk, whole, 3.25% milkfat, with added vitamin D",100
11111160,"Milk, calcium fortified, low fat (1%)",1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",100
11111170,"Milk, calcium fortified, fat free (skim)",42290,"Milk, fluid, nonfat, calcium fortified (fat free or skim)",100
11112110,"Milk, reduced fat (2%)",1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",100
11112120,"Milk, acidophilus, low fat (1%)",1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",100
11112130,"Milk, acidophilus, reduced fat (2%)",1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",100
11112210,"Milk, low fat (1%)",1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",100
11113000,"Milk, fat free (skim)",1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",100
11114300,"Milk, lactose free, low fat (1%)",1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",100
11114320,"Milk, lactose free, fat free (skim)",1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",100
11114330,"Milk, lactose free, reduced fat (2%)",1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",100
11114350,"Milk, lactose free, whole",1077,"Milk, whole, 3.25% milkfat, with added vitamin D",100
11115000,"Buttermilk, fat free (skim)",1088,"Milk, buttermilk, fluid, cultured, lowfat",100
11115100,"Buttermilk, low fat (1%)",1088,"Milk, buttermilk, fluid, cultured, lowfat",100
11115200,"Buttermilk, reduced fat (2%)",42189,"Milk, buttermilk, fluid, cultured, reduced fat",100
11115300,"Buttermilk, whole",1230,"Milk, buttermilk, fluid, whole",100
11115400,"Kefir, NS as to fat content",1289,"Kefir, lowfat, plain, LIFEWAY",50
11115400,"Kefir, NS as to fat content",1290,"Kefir, lowfat, strawberry, LIFEWAY",50
11116000,"Goat's milk, whole",1106,"Milk, goat, fluid, with added vitamin D",100
11120000,"Milk, dry, reconstituted, NS as to fat content",1154,"Milk, dry, nonfat, regular, with added vitamin A and vitamin D",23
11120000,"Milk, dry, reconstituted, NS as to fat content",14411,"Beverages, water, tap, drinking",237
11121100,"Milk, dry, reconstituted, whole",1090,"Milk, dry, whole, with added vitamin D",42.662
11121100,"Milk, dry, reconstituted, whole",14411,"Beverages, water, tap, drinking",237
11121210,"Milk, dry, reconstituted, low fat (1%)",1003,"Butter oil, anhydrous",2.5
11121210,"Milk, dry, reconstituted, low fat (1%)",1154,"Milk, dry, nonfat, regular, with added vitamin A and vitamin D",23
11121210,"Milk, dry, reconstituted, low fat (1%)",14411,"Beverages, water, tap, drinking",237
11121300,"Milk, dry, reconstituted, fat free (skim)",1091,"Milk, dry, nonfat, regular, without added vitamin A and vitamin D",23
11121300,"Milk, dry, reconstituted, fat free (skim)",14411,"Beverages, water, tap, drinking",237
11210050,"Milk, evaporated, NS as to fat content",1096,"Milk, canned, evaporated, with added vitamin D and without added vitamin A",100
11211050,"Milk, evaporated, whole",1096,"Milk, canned, evaporated, with added vitamin D and without added vitamin A",100
11211400,"Milk, evaporated, reduced fat (2%)",1003,"Butter oil, anhydrous",1.8
11211400,"Milk, evaporated, reduced fat (2%)",1097,"Milk, canned, evaporated, nonfat, with added vitamin A and vitamin D",100
11212050,"Milk, evaporated, fat free (skim)",1097,"Milk, canned, evaporated, nonfat, with added vitamin A and vitamin D",100
11220000,"Milk, condensed, sweetened",1095,"Milk, canned, condensed, sweetened",100
11300100,"Non-dairy milk, NFS",14091,"Beverages, almond milk, unsweetened, shelf stable",32
11300100,"Non-dairy milk, NFS",14171,"Beverages, coconut milk, sweetened, fortified with calcium, vitamins A, B12, D2",6
11300100,"Non-dairy milk, NFS",16139,"Soymilk, original and vanilla, with added calcium, vitamins A and D",30
11300100,"Non-dairy milk, NFS",19335,"Sugars, granulated",1.28
11320000,Soy milk,16139,"Soymilk, original and vanilla, with added calcium, vitamins A and D",100
11320100,"Soy milk, light",16225,"Soymilk, original and vanilla, light, with added calcium, vitamins A and D",100
11320200,"Soy milk, nonfat",16230,"Soymilk (all flavors), nonfat, with added calcium, vitamins A and D",100
11321000,"Soy milk, chocolate",16168,"Soymilk, chocolate, with added calcium, vitamins A and D",100
11321100,"Soy milk, light, chocolate",16227,"Soymilk, chocolate and other flavors, light, with added calcium, vitamins A and D",100
11321200,"Soy milk, nonfat, chocolate",16227,"Soymilk, chocolate and other flavors, light, with added calcium, vitamins A and D",100
11340000,"Imitation milk, non-soy, sweetened",43543,"Milk, imitation, non-soy",100
11350000,"Almond milk, sweetened",14091,"Beverages, almond milk, unsweetened, shelf stable",96
11350000,"Almond milk, sweetened",19335,"Sugars, granulated",4
11350010,"Almond milk, sweetened, chocolate",14091,"Beverages, almond milk, unsweetened, shelf stable",93
11350010,"Almond milk, sweetened, chocolate",19165,"Cocoa, dry powder, unsweetened",0.3
11350010,"Almond milk, sweetened, chocolate",19335,"Sugars, granulated",7
11350020,"Almond milk, unsweetened",14091,"Beverages, almond milk, unsweetened, shelf stable",100
11350030,"Almond milk, unsweetened, chocolate",14091,"Beverages, almond milk, unsweetened, shelf stable",100
11350030,"Almond milk, unsweetened, chocolate",19165,"Cocoa, dry powder, unsweetened",0.3
11360000,Rice milk,14639,"Beverages, rice milk, unsweetened",100
11370000,Coconut milk,14171,"Beverages, coconut milk, sweetened, fortified with calcium, vitamins A, B12, D2",100
11400000,"Yogurt, NFS",1117,"Yogurt, plain, low fat",100
11400000,"Yogurt, NFS",999328,Vitamin D as ingredient,0.012
11400010,"Yogurt, Greek, NS as to type of milk or flavor",1287,"Yogurt, Greek, plain, lowfat",100
11410000,"Yogurt, NS as to type of milk or flavor",1117,"Yogurt, plain, low fat",100
11410000,"Yogurt, NS as to type of milk or flavor",999328,Vitamin D as ingredient,0.012
11411010,"Yogurt, NS as to type of milk, plain",1117,"Yogurt, plain, low fat",100
11411010,"Yogurt, NS as to type of milk, plain",999328,Vitamin D as ingredient,0.012
11411100,"Yogurt, whole milk, plain",1116,"Yogurt, plain, whole milk",100
11411100,"Yogurt, whole milk, plain",999328,Vitamin D as ingredient,0.011
11411200,"Yogurt, low fat milk, plain",1117,"Yogurt, plain, low fat",100
11411200,"Yogurt, low fat milk, plain",999328,Vitamin D as ingredient,0.012
11411300,"Yogurt, nonfat milk, plain",1118,"Yogurt, plain, skim milk",100
11411300,"Yogurt, nonfat milk, plain",999328,Vitamin D as ingredient,0.012
11411390,"Yogurt, Greek, NS as to type of milk, plain",1287,"Yogurt, Greek, plain, lowfat",100
11411400,"Yogurt, Greek, whole milk, plain",1293,"Yogurt, Greek, plain, whole milk",100
11411410,"Yogurt, Greek, low fat milk, plain",1287,"Yogurt, Greek, plain, lowfat",100
11411420,"Yogurt, Greek, nonfat milk, plain",1256,"Yogurt, Greek, plain, nonfat (Includes foods for USDA's Food Distribution Program)",100
11430000,"Yogurt, NS as to type of milk, fruit",1117,"Yogurt, plain, low fat",88
11430000,"Yogurt, NS as to type of milk, fruit",19297,Jams and preserves,12
11430000,"Yogurt, NS as to type of milk, fruit",999328,Vitamin D as ingredient,0.012
11431000,"Yogurt, whole milk, fruit",1116,"Yogurt, plain, whole milk",88
11431000,"Yogurt, whole milk, fruit",19297,Jams and preserves,12
11431000,"Yogurt, whole milk, fruit",999328,Vitamin D as ingredient,0.011
11432000,"Yogurt, low fat milk, fruit",1117,"Yogurt, plain, low fat",88
11432000,"Yogurt, low fat milk, fruit",19297,Jams and preserves,12
11432000,"Yogurt, low fat milk, fruit",999328,Vitamin D as ingredient,0.012
11433000,"Yogurt, nonfat milk, fruit",1118,"Yogurt, plain, skim milk",88
11433000,"Yogurt, nonfat milk, fruit",19297,Jams and preserves,12
11433000,"Yogurt, nonfat milk, fruit",999328,Vitamin D as ingredient,0.012
11433990,"Yogurt, Greek, NS as to type of milk, fruit",1284,"Yogurt, Greek, strawberry, lowfat",100
11434000,"Yogurt, Greek, whole milk, fruit",1294,"Yogurt, Greek, fruit, whole milk",100
11434010,"Yogurt, Greek, low fat milk, fruit",1284,"Yogurt, Greek, strawberry, lowfat",100
11434020,"Yogurt, Greek, nonfat milk, fruit",1285,"Yogurt, Greek, strawberry, nonfat",100
11434090,"Yogurt, NS as to type of milk, flavors other than fruit",1117,"Yogurt, plain, low fat",97
11434090,"Yogurt, NS as to type of milk, flavors other than fruit",19335,"Sugars, granulated",3
11434090,"Yogurt, NS as to type of milk, flavors other than fruit",999328,Vitamin D as ingredient,0.012
11434100,"Yogurt, whole milk, flavors other than fruit",1116,"Yogurt, plain, whole milk",95
11434100,"Yogurt, whole milk, flavors other than fruit",19335,"Sugars, granulated",5
11434100,"Yogurt, whole milk, flavors other than fruit",999328,Vitamin D as ingredient,0.011
11434200,"Yogurt, low fat milk, flavors other than fruit",1117,"Yogurt, plain, low fat",97
11434200,"Yogurt, low fat milk, flavors other than fruit",19335,"Sugars, granulated",3
11434200,"Yogurt, low fat milk, flavors other than fruit",999328,Vitamin D as ingredient,0.012
11434300,"Yogurt, nonfat milk, flavors other than fruit",1118,"Yogurt, plain, skim milk",97
11434300,"Yogurt, nonfat milk, flavors other than fruit",19335,"Sugars, granulated",3
11434300,"Yogurt, nonfat milk, flavors other than fruit",999328,Vitamin D as ingredient,0.012
11435000,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",1297,"Yogurt, Greek, vanilla, lowfat",100
11435010,"Yogurt, Greek, whole milk, flavors other than fruit",1003,"Butter oil, anhydrous",2
11435010,"Yogurt, Greek, whole milk, flavors other than fruit",1297,"Yogurt, Greek, vanilla, lowfat",98
11435020,"Yogurt, Greek, low fat milk, flavors other than fruit",1297,"Yogurt, Greek, vanilla, lowfat",100
11435030,"Yogurt, Greek, nonfat milk, flavors other than fruit",1286,"Yogurt, Greek, vanilla, nonfat",100
11435100,"Yogurt, Greek, with oats",1297,"Yogurt, Greek, vanilla, lowfat",80
11435100,"Yogurt, Greek, with oats",8054,"Cereals ready-to-eat, QUAKER, 100% Natural Granola, Oats, Wheat and Honey",5
11435100,"Yogurt, Greek, with oats",8218,"Cereals ready-to-eat, QUAKER, QUAKER 100% Natural Granola with Oats, Wheat, Honey, and Raisins",5
11435100,"Yogurt, Greek, with oats",8220,"Cereals ready-to-eat, QUAKER, Low Fat 100% Natural Granola with Raisins",5
11435100,"Yogurt, Greek, with oats",8571,"Cereals ready-to-eat, NATURE'S PATH, Organic FLAX PLUS, Pumpkin Granola",5
11436000,"Yogurt, liquid",1117,"Yogurt, plain, low fat",70
11436000,"Yogurt, liquid",14411,"Beverages, water, tap, drinking",20
11436000,"Yogurt, liquid",19297,Jams and preserves,10
11436000,"Yogurt, liquid",999328,Vitamin D as ingredient,0.012
11440010,"Chipotle dip, yogurt based",1287,"Yogurt, Greek, plain, lowfat",80
11440010,"Chipotle dip, yogurt based",2047,"Salt, table, iodized",1.3
11440010,"Chipotle dip, yogurt based",4025,"Salad dressing, mayonnaise, regular",20
11440010,"Chipotle dip, yogurt based",11819,"Peppers, hot chili, red, raw",2
11440020,"Dill dip, yogurt based",1287,"Yogurt, Greek, plain, lowfat",80
11440020,"Dill dip, yogurt based",2029,"Spices, parsley, dried",1
11440020,"Dill dip, yogurt based",2047,"Salt, table, iodized",1.3
11440020,"Dill dip, yogurt based",4025,"Salad dressing, mayonnaise, regular",20
11440020,"Dill dip, yogurt based",11282,"Onions, raw",100
11440030,"Onion dip, yogurt based",1111,"Milk, averaged fat, with added vitamin A and D",20
11440030,"Onion dip, yogurt based",1287,"Yogurt, Greek, plain, lowfat",80
11440030,"Onion dip, yogurt based",2047,"Salt, table, iodized",1.3
11440030,"Onion dip, yogurt based",4025,"Salad dressing, mayonnaise, regular",20
11440030,"Onion dip, yogurt based",11282,"Onions, raw",10
11440040,"Ranch dip, yogurt based",1094,"Milk, buttermilk, dried",1
11440040,"Ranch dip, yogurt based",1287,"Yogurt, Greek, plain, lowfat",80
11440040,"Ranch dip, yogurt based",2029,"Spices, parsley, dried",1
11440040,"Ranch dip, yogurt based",2047,"Salt, table, iodized",1.3
11440040,"Ranch dip, yogurt based",4025,"Salad dressing, mayonnaise, regular",20
11440050,"Spinach dip, yogurt based",1111,"Milk, averaged fat, with added vitamin A and D",20
11440050,"Spinach dip, yogurt based",1287,"Yogurt, Greek, plain, lowfat",80
11440050,"Spinach dip, yogurt based",2047,"Salt, table, iodized",1.3
11440050,"Spinach dip, yogurt based",4025,"Salad dressing, mayonnaise, regular",20
11440050,"Spinach dip, yogurt based",11464,"Spinach, frozen, chopped or leaf, cooked, boiled, drained, without salt",10
11440060,Tzatziki dip,1293,"Yogurt, Greek, plain, whole milk",455
11440060,Tzatziki dip,2047,"Salt, table, iodized",6
11440060,Tzatziki dip,4053,"Oil, olive, salad or cooking",28
11440060,Tzatziki dip,9152,"Lemon juice, raw",15
11440060,Tzatziki dip,11205,"Cucumber, with peel, raw",300
11440060,Tzatziki dip,11215,"Garlic, raw",6
11440070,"Vegetable dip, yogurt based",1287,"Yogurt, Greek, plain, lowfat",80
11440070,"Vegetable dip, yogurt based",2029,"Spices, parsley, dried",1
11440070,"Vegetable dip, yogurt based",2047,"Salt, table, iodized",1.3
11440070,"Vegetable dip, yogurt based",4025,"Salad dressing, mayonnaise, regular",20
11440070,"Vegetable dip, yogurt based",11282,"Onions, raw",100
11446000,"Yogurt parfait, low fat, with fruit",21463,"Yogurt parfait, lowfat, with fruit and granola",100
11446000,"Yogurt parfait, low fat, with fruit",999328,Vitamin D as ingredient,0.011
11459990,"Frozen yogurt, NFS",42187,"Frozen yogurts, flavors other than chocolate",100
11460000,"Frozen yogurt, vanilla",42187,"Frozen yogurts, flavors other than chocolate",100
11460100,"Frozen yogurt, chocolate",42186,"Frozen yogurts, chocolate",100
11460150,"Yogurt, frozen, NS as to flavor, lowfat milk",1298,"Yogurt, frozen, flavors other than chocolate, lowfat",100
11460160,"Yogurt, frozen, chocolate, lowfat milk",1117,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",81.8
11460160,"Yogurt, frozen, chocolate, lowfat milk",19166,"Cocoa, dry powder, unsweetened, processed with alkali",5.2
11460160,"Yogurt, frozen, chocolate, lowfat milk",19335,"Sugars, granulated",13
11460170,"Yogurt, frozen, flavors other than chocolate, lowfat milk",1298,"Yogurt, frozen, flavors other than chocolate, lowfat",100
11460190,"Yogurt, frozen, NS as to flavor, nonfat milk",1118,"Yogurt, plain, skim milk, 13 grams protein per 8 ounce",44
11460190,"Yogurt, frozen, NS as to flavor, nonfat milk",19335,"Sugars, granulated",13
11460190,"Yogurt, frozen, NS as to flavor, nonfat milk",42185,"Frozen yogurts, chocolate, nonfat milk, sweetened without sugar",44
11460195,"Yogurt, frozen, NS as to flavor, nonfat milk, no added sugar",42185,"Frozen yogurts, chocolate, nonfat milk, sweetened without sugar",100
11460200,"Yogurt, frozen, chocolate, nonfat milk",42185,"Frozen yogurts, chocolate, nonfat milk, sweetened without sugar",100
11460250,"Yogurt, frozen, flavors other than chocolate, with sorbet or sorbet-coated",19088,"Ice creams, vanilla, light",70
11460250,"Yogurt, frozen, flavors other than chocolate, with sorbet or sorbet-coated",19263,"Frozen novelties, fruit and juice bars",30
11460300,"Yogurt, frozen, flavors other than chocolate, nonfat milk",1235,"Yogurt, frozen, flavors not chocolate, nonfat milk, with low-calorie sweetener",100
11460400,"Yogurt, frozen, chocolate, nonfat milk, with low-calorie sweetener",42185,"Frozen yogurts, chocolate, nonfat milk, sweetened without sugar",100
11460410,"Yogurt, frozen, flavors other than chocolate, nonfat milk, with low-calorie sweetener",1235,"Yogurt, frozen, flavors not chocolate, nonfat milk, with low-calorie sweetener",100
11460420,"Yogurt, frozen, NS as to flavor, whole milk",42187,"Frozen yogurts, flavors other than chocolate",100
11460430,"Yogurt, frozen, chocolate, whole milk",42186,"Frozen yogurts, chocolate",100
11460440,"Yogurt, frozen, flavors other than chocolate, whole milk",42187,"Frozen yogurts, flavors other than chocolate",100
11460500,"Frozen yogurt, soft serve, vanilla",19293,"Frozen yogurts, vanilla, soft-serve",100
11460510,"Frozen yogurt, soft serve, chocolate",19165,"Cocoa, dry powder, unsweetened",2
11460510,"Frozen yogurt, soft serve, chocolate",19293,"Frozen yogurts, vanilla, soft-serve",98
11461000,"Yogurt, frozen, chocolate-coated",4659,"Oil, industrial, coconut, confection fat, typical basis for ice cream coatings",11.9
11461000,"Yogurt, frozen, chocolate-coated",19293,"Frozen yogurts, vanilla, soft-serve",77.6
11461000,"Yogurt, frozen, chocolate-coated",19335,"Sugars, granulated",9.8
11461000,"Yogurt, frozen, chocolate-coated",19860,"Cocoa, dry powder, hi-fat or breakfast, processed with alkali",0.7
11461200,Frozen yogurt sandwich,18157,"Cookies, chocolate wafers",25
11461200,Frozen yogurt sandwich,42187,"Frozen yogurts, flavors other than chocolate",75
11461210,"Frozen yogurt bar, vanilla",42187,"Frozen yogurts, flavors other than chocolate",100
11461220,"Frozen yogurt bar, chocolate",42186,"Frozen yogurts, chocolate",100
11461250,"Frozen yogurt cone, chocolate",18271,"Ice cream cones, cake or wafer-type",5
11461250,"Frozen yogurt cone, chocolate",42186,"Frozen yogurts, chocolate",120
11461260,"Frozen yogurt cone, vanilla",18271,"Ice cream cones, cake or wafer-type",5
11461260,"Frozen yogurt cone, vanilla",42187,"Frozen yogurts, flavors other than chocolate",120
11461270,"Yogurt, frozen, cone, flavors other than chocolate, lowfat milk",1117,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",75.3
11461270,"Yogurt, frozen, cone, flavors other than chocolate, lowfat milk",18271,"Ice cream cones, cake or wafer-type",4.7
11461280,"Yogurt, frozen, cone, chocolate, lowfat milk",1117,"Yogurt, plain, low fat, 12 grams protein per 8 ounce",61.5954
11461280,"Yogurt, frozen, cone, chocolate, lowfat milk",18271,"Ice cream cones, cake or wafer-type",4.7
11461280,"Yogurt, frozen, cone, chocolate, lowfat milk",19166,"Cocoa, dry powder, unsweetened, processed with alkali",3.9156
11461280,"Yogurt, frozen, cone, chocolate, lowfat milk",19335,"Sugars, granulated",9.789
11461300,"Frozen yogurt cone, vanilla, waffle cone",18272,"Ice cream cones, sugar, rolled-type",15
11461300,"Frozen yogurt cone, vanilla, waffle cone",42187,"Frozen yogurts, flavors other than chocolate",240
11461320,"Frozen yogurt cone, chocolate, waffle cone",18272,"Ice cream cones, sugar, rolled-type",15
11461320,"Frozen yogurt cone, chocolate, waffle cone",42186,"Frozen yogurts, chocolate",240
11480010,"Yogurt, whole milk, baby food",1116,"Yogurt, plain, whole milk",100
11480010,"Yogurt, whole milk, baby food",999328,Vitamin D as ingredient,0.011
11480020,"Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, NFS",3956,"Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added DHA fortified",100
11480030,"Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, plus iron",3965,"Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added iron fortified",100
11480040,"Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, plus DHA",3956,"Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added DHA fortified",100
11511000,"Chocolate milk, NFS",1292,"Milk, chocolate, fat free, with added vitamin A and vitamin D",100
11511100,"Chocolate milk, ready to drink, whole",1102,"Milk, chocolate, fluid, commercial, whole, with added vitamin A and vitamin D",100
11511200,"Chocolate milk, ready to drink, reduced fat",1103,"Milk, chocolate, fluid, commercial, reduced fat, with added vitamin A and vitamin D",100
11511300,"Chocolate milk, ready to drink, fat free",1292,"Milk, chocolate, fat free, with added vitamin A and vitamin D",100
11511400,"Chocolate milk, ready to drink, low fat",1104,"Milk, chocolate, lowfat, with added vitamin A and vitamin D",100
11511550,"Chocolate milk, ready to drink, reduced sugar, NS as to milk",1305,"Milk, chocolate, lowfat, reduced sugar",100
11511600,"Chocolate milk, ready to drink, low fat (Nesquik)",1104,"Milk, chocolate, lowfat, with added vitamin A and vitamin D",100
11511610,"Chocolate milk, ready to drink, fat free (Nesquik)",1292,"Milk, chocolate, fat free, with added vitamin A and vitamin D",100
11511700,"Chocolate milk, ready to drink, low fat, no sugar added (Nesquik)",1104,"Milk, chocolate, lowfat, with added vitamin A and vitamin D",100
11512010,"Hot chocolate / Cocoa, ready to drink",1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",244
11512010,"Hot chocolate / Cocoa, ready to drink",19924,"Syrup, NESTLE, chocolate",56
11512020,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk",1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",244
11512020,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk",19924,"Syrup, NESTLE, chocolate",56
11512030,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk",14091,"Beverages, almond milk, unsweetened, shelf stable",117.12
11512030,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk",16139,"Soymilk, original and vanilla, with added calcium, vitamins A and D",122
11512030,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk",19335,"Sugars, granulated",4.88
11512030,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk",19924,"Syrup, NESTLE, chocolate",56
11512100,"Hot chocolate / Cocoa, ready to drink, with whipped cream",1053,"Cream, fluid, heavy whipping",14.938
11512100,"Hot chocolate / Cocoa, ready to drink, with whipped cream",1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",244
11512100,"Hot chocolate / Cocoa, ready to drink, with whipped cream",19924,"Syrup, NESTLE, chocolate",56
11512110,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk and whipped cream",1053,"Cream, fluid, heavy whipping",14.938
11512110,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk and whipped cream",1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",244
11512110,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk and whipped cream",19924,"Syrup, NESTLE, chocolate",56
11512120,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk and whipped cream",1053,"Cream, fluid, heavy whipping",14.938
11512120,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk and whipped cream",14091,"Beverages, almond milk, unsweetened, shelf stable",117.12
11512120,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk and whipped cream",16139,"Soymilk, original and vanilla, with added calcium, vitamins A and D",122
11512120,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk and whipped cream",19335,"Sugars, granulated",4.88
11512120,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk and whipped cream",19924,"Syrup, NESTLE, chocolate",56
11513000,"Chocolate milk, made from dry mix, NS as to type of milk",1111,"Milk, averaged fat, with added vitamin A and D",244
11513000,"Chocolate milk, made from dry mix, NS as to type of milk",14557,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16
11513100,"Chocolate milk, made from dry mix with whole milk",1077,"Milk, whole, 3.25% milkfat, with added vitamin D",244
11513100,"Chocolate milk, made from dry mix with whole milk",14557,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16
11513150,"Chocolate milk, made from dry mix with reduced fat milk",1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",244
11513150,"Chocolate milk, made from dry mix with reduced fat milk",14557,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16
11513200,"Chocolate milk, made from dry mix with low fat milk",1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",244
11513200,"Chocolate milk, made from dry mix with low fat milk",14557,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16
11513300,"Chocolate milk, made from dry mix with fat free milk",1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",244
11513300,"Chocolate milk, made from dry mix with fat free milk",14557,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16
11513310,"Chocolate milk, made from dry mix with non-dairy milk",14091,"Beverages, almond milk, unsweetened, shelf stable",117.12
11513310,"Chocolate milk, made from dry mix with non-dairy milk",14557,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16
11513310,"Chocolate milk, made from dry mix with non-dairy milk",16139,"Soymilk, original and vanilla, with added calcium, vitamins A and D",122
11513310,"Chocolate milk, made from dry mix with non-dairy milk",19335,"Sugars, granulated",4.88
11513350,"Chocolate milk, made from reduced sugar mix, NS as to type of milk",1111,"Milk, averaged fat, with added vitamin A and D",244
11513350,"Chocolate milk, made from reduced sugar mix, NS as to type of milk",14063,"Beverages, chocolate powder, no sugar added",11
11513355,"Chocolate milk, made from reduced sugar mix with whole milk",1077,"Milk, whole, 3.25% milkfat, with added vitamin D",244
11513355,"Chocolate milk, made from reduced sugar mix with whole milk",14063,"Beverages, chocolate powder, no sugar added",11
11513360,"Chocolate milk, made from reduced sugar mix with reduced fat milk",1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",244
11513360,"Chocolate milk, made from reduced sugar mix with reduced fat milk",14063,"Beverages, chocolate powder, no sugar added",11
11513365,"Chocolate milk, made from reduced sugar mix with low fat milk",1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",244
11513365,"Chocolate milk, made from reduced sugar mix with low fat milk",14063,"Beverages, chocolate powder, no sugar added",11
11513370,"Chocolate milk, made from reduced sugar mix with fat free milk",1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",244
11513370,"Chocolate milk, made from reduced sugar mix with fat free milk",14063,"Beverages, chocolate powder, no sugar added",11
11513375,"Chocolate milk, made from reduced sugar mix with non-dairy milk",14063,"Beverages, chocolate powder, no sugar added",11
11513375,"Chocolate milk, made from reduced sugar mix with non-dairy milk",14091,"Beverages, almond milk, unsweetened, shelf stable",117.12
11513375,"Chocolate milk, made from reduced sugar mix with non-dairy milk",16139,"Soymilk, original and vanilla, with added calcium, vitamins A and D",122
11513375,"Chocolate milk, made from reduced sugar mix with non-dairy milk",19335,"Sugars, granulated",4.88
11513380,"Chocolate milk, made from dry mix, NS as to type of milk (Nesquik)",1111,"Milk, averaged fat, with added vitamin A and D",244
11513380,"Chocolate milk, made from dry mix, NS as to type of milk (Nesquik)",14557,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16
11513381,"Chocolate milk, made from dry mix with whole milk (Nesquik)",1077,"Milk, whole, 3.25% milkfat, with added vitamin D",244
11513381,"Chocolate milk, made from dry mix with whole milk (Nesquik)",14557,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16
11513382,"Chocolate milk, made from dry mix with reduced fat milk (Nesquik)",1079,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",244
11513382,"Chocolate milk, made from dry mix with reduced fat milk (Nesquik)",14557,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16
11513383,"Chocolate milk, made from dry mix with low fat milk (Nesquik)",1082,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",244
11513383,"Chocolate milk, made from dry mix with low fat milk (Nesquik)",14557,"Beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",16
11513384,"Chocolate milk, made from dry mix with fat free milk (Nesquik)",1085,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",244
